"","x","y","YIELD","MOIST","ELEV","DIST","SWAT","EVI","NDVI"
"6",583325,5426765,7.65647840499878,12.7007303237915,374.712005615234,1.52555465698242,11.951099395752,0.219538241624832,0.309113681316376
"7",583335,5426765,8.75276279449463,12.5761966705322,374.184661865234,1.53315412998199,11.8879995346069,0.207979068160057,0.291921675205231
"8",583345,5426765,8.68927192687988,12.7693853378296,373.672454833984,1.42546498775482,11.4298219680786,0.208691909909248,0.288518726825714
"9",583355,5426765,6.97178983688354,12.701717376709,372.980926513672,1.56405162811279,11.5109596252441,0.210166171193123,0.287416458129883
"10",583365,5426765,6.02073907852173,12.174220085144,372.458038330078,1.73634386062622,12.1920003890991,0.237814977765083,0.320035189390182
"23",583325,5426755,7.81279230117798,12.6202793121338,374.267425537109,1.52948701381683,11.8879995346069,0.239494308829308,0.335411459207535
"25",583345,5426755,6.32230424880981,12.6543188095093,373.264282226562,1.63347184658051,11.8022546768188,0.256097555160522,0.346789002418518
"26",583355,5426755,5.84938764572144,12.8502731323242,372.824737548828,1.34698474407196,11.2972373962402,0.249034583568573,0.339718639850616
"27",583365,5426755,5.98481225967407,13.0978546142578,372.572814941406,1.34543764591217,11.4449377059937,0.269310057163239,0.361601889133453
"28",583375,5426755,7.87901878356934,12.3101806640625,371.695281982422,1.68617558479309,11.7596998214722,0.228540822863579,0.313341498374939
"31",583405,5426755,5.82778120040894,12.0281009674072,369.786743164062,1.63284885883331,11.9228830337524,0.189279943704605,0.260504215955734
"32",583415,5426755,5.79568862915039,12.1725044250488,368.631927490234,1.67890739440918,12.0918130874634,0.17739899456501,0.24570095539093
"43",583355,5426745,7.46064281463623,12.2741794586182,372.231658935547,1.79533648490906,11.4473066329956,0.258224278688431,0.346999406814575
"44",583365,5426745,7.63470649719238,12.7899856567383,372.113891601562,1.64585852622986,11.4886560440063,0.244588255882263,0.327947348356247
"45",583375,5426745,9.59174251556396,12.9902267456055,371.831390380859,1.67822289466858,11.458571434021,0.227853685617447,0.309210538864136
"46",583385,5426745,7.48976707458496,12.7759256362915,371.082550048828,1.67154085636139,11.7451820373535,0.206497326493263,0.287605285644531
"48",583405,5426745,5.89918661117554,13.1678228378296,370.044555664062,1.66450810432434,11.2606935501099,0.165833622217178,0.238646760582924
"51",583435,5426745,5.48142051696777,12.01393699646,366.985748291016,1.38122379779816,11.8683767318726,0.156712993979454,0.215494975447655
