"","x","y","YIELD","MOIST","ELEV","DIST","SWAT","EVI","NDVI"
"6",583325,5426765,7.54480934143066,12.6444749832153,374.847015380859,1.69785308837891,11.9516792297363,0.219538241624832,0.309113681316376
"7",583335,5426765,9.53559875488281,12.6840810775757,374.135437011719,1.47167825698853,11.8879995346069,0.207979068160057,0.291921675205231
"8",583345,5426765,9.2464075088501,12.6700096130371,373.604156494141,1.57149660587311,11.9791421890259,0.208691909909248,0.288518726825714
"9",583355,5426765,7.26596355438232,12.949854850769,373.102661132812,1.1474529504776,9.00849914550781,0.210166171193123,0.287416458129883
"10",583365,5426765,5.97774124145508,12.1529998779297,372.416351318359,1.7510974407196,12.1864967346191,0.237814977765083,0.320035189390182
"23",583325,5426755,7.69302082061768,12.6262445449829,374.368774414062,1.51185035705566,11.8879995346069,0.239494308829308,0.335411459207535
"24",583335,5426755,10.0843667984009,12.9512510299683,373.8037109375,1.34687948226929,11.4814100265503,0.240680426359177,0.329820215702057
"25",583345,5426755,4.13911914825439,12.6186485290527,373.135009765625,1.60731089115143,10.7010478973389,0.256097555160522,0.346789002418518
"26",583355,5426755,5.88483858108521,12.925124168396,372.89990234375,1.37509524822235,11.637354850769,0.249034583568573,0.339718639850616
"27",583365,5426755,3.93668794631958,13.3078317642212,372.532104492188,1.95813024044037,9.20651054382324,0.269310057163239,0.361601889133453
"28",583375,5426755,7.78859519958496,12.4674739837646,371.646331787109,1.67409145832062,11.9041090011597,0.228540822863579,0.313341498374939
"30",583395,5426755,5.00365495681763,12.2106771469116,370.440612792969,1.85946297645569,8.62381172180176,0.180324330925941,0.252268612384796
"31",583405,5426755,5.85574769973755,12.0414352416992,369.725433349609,1.710129737854,9.47251033782959,0.189279943704605,0.260504215955734
"32",583415,5426755,5.63859462738037,12.180344581604,368.617614746094,1.70142531394958,12.0254678726196,0.17739899456501,0.24570095539093
"40",583325,5426745,4.56834077835083,11.8909349441528,373.999298095703,1.64240252971649,12.0289487838745,0.289391249418259,0.392428427934647
"41",583335,5426745,10.003228187561,12.8200941085815,373.415863037109,1.25379610061646,9.43007278442383,0.289027661085129,0.387559801340103
"42",583345,5426745,7.25350522994995,12.4434013366699,372.779174804688,1.55054557323456,8.05783557891846,0.297001034021378,0.39449542760849
"43",583355,5426745,8.95669460296631,12.1014375686646,372.241821289062,1.39423716068268,11.0215015411377,0.258224278688431,0.346999406814575
"44",583365,5426745,9.02161407470703,13.4724407196045,372.195953369141,1.63281679153442,9.62225532531738,0.244588255882263,0.327947348356247
"45",583375,5426745,9.59338188171387,13.0521278381348,371.775695800781,1.81435585021973,11.5237417221069,0.227853685617447,0.309210538864136
"46",583385,5426745,7.27079677581787,12.8304281234741,371.058166503906,1.688432097435,11.7406969070435,0.206497326493263,0.287605285644531
"47",583395,5426745,6.99620246887207,12.9318037033081,370.579650878906,1.79932069778442,8.33004570007324,0.18139573931694,0.258270114660263
"48",583405,5426745,5.89039039611816,13.2296161651611,370.044799804688,1.7054351568222,9.66522789001465,0.165833622217178,0.238646760582924
"49",583415,5426745,3.17721343040466,13.293514251709,369.189910888672,1.54745066165924,8.43836975097656,0.17528147995472,0.246255248785019
"50",583425,5426745,8.6056957244873,13.014762878418,368.147399902344,1.40777325630188,11.6419630050659,0.182844623923302,0.250577360391617
"51",583435,5426745,3.97952723503113,12.0170164108276,366.979187011719,1.42934775352478,11.8825492858887,0.156712993979454,0.215494975447655
"57",583325,5426735,6.49805498123169,11.7320079803467,373.858276367188,1.92633414268494,11.521918296814,0.271677851676941,0.369518548250198
"58",583335,5426735,6.22303009033203,12.8645191192627,373.598266601562,1.45156133174896,7.47692489624023,0.283991187810898,0.378978967666626
"59",583345,5426735,6.86631441116333,12.0508146286011,372.778839111328,1.52973175048828,11.1263198852539,0.30011197924614,0.398809522390366
