"","x","y","YIELD","MOIST","ELEV","DIST","SWAT","EVI","NDVI"
"6",583325,5426765,7.63855695724487,12.6725988388062,374.749145507812,1.69105875492096,11.9496393203735,0.219538241624832,0.309113681316376
"7",583335,5426765,7.47543287277222,12.5513744354248,374.213745117188,1.71001088619232,11.8879995346069,0.207979068160057,0.291921675205231
"10",583365,5426765,6.25830459594727,12.1825933456421,372.507965087891,1.73805248737335,12.1846055984497,0.237814977765083,0.320035189390182
"22",583325,5426755,7.77973556518555,12.6184921264648,374.285217285156,1.46276044845581,11.8879995346069,0.239494308829308,0.335411459207535
"31",583415,5426755,5.95737361907959,12.0856504440308,368.652008056641,1.65743124485016,12.1860513687134,0.17739899456501,0.24570095539093
"56",583345,5426735,6.73505258560181,11.9060802459717,372.632232666016,1.58745038509369,11.8833789825439,0.30011197924614,0.398809522390366
"57",583355,5426735,7.15290307998657,12.078839302063,371.993682861328,1.73150670528412,11.8352756500244,0.296383708715439,0.393205314874649
"70",583325,5426725,7.79039430618286,11.9326915740967,373.44091796875,1.88149797916412,12.0275917053223,0.244485780596733,0.339901477098465
"71",583335,5426725,8.64861392974854,12.2090044021606,373.189758300781,1.74064636230469,12.039999961853,0.231601640582085,0.322116851806641
"72",583345,5426725,8.34878540039062,11.8720226287842,372.251281738281,1.59665024280548,12.0003328323364,0.254883587360382,0.347733497619629
"76",583385,5426725,7.08620452880859,12.2459287643433,370.143463134766,1.53846454620361,11.9187726974487,0.303016781806946,0.397076010704041
"86",583325,5426715,8.23410797119141,11.7034597396851,373.120178222656,1.87833845615387,12.039999961853,0.254717409610748,0.350952684879303
"87",583335,5426715,8.8664083480835,11.9699831008911,372.810089111328,1.71089291572571,12.039999961853,0.253434717655182,0.347773045301437
"88",583345,5426715,8.64038944244385,11.8976716995239,371.900390625,1.56166934967041,11.8782587051392,0.275133907794952,0.371377348899841
"89",583355,5426715,7.96338176727295,12.2786245346069,371.53759765625,1.62669062614441,11.8879995346069,0.259740263223648,0.352729439735413
"91",583375,5426715,7.24767589569092,12.4337348937988,370.254943847656,1.62375938892365,12.1920003890991,0.29934373497963,0.391304343938828
"92",583385,5426715,6.41371250152588,12.0319795608521,369.767150878906,1.82268357276917,12.1920003890991,0.261782437562943,0.35580974817276
"102",583325,5426705,8.62239360809326,11.8082370758057,372.779510498047,1.73690390586853,12.039999961853,0.264997094869614,0.361000925302505
"103",583335,5426705,8.77821254730225,11.9401569366455,372.400726318359,1.65928721427917,12.039999961853,0.258867144584656,0.354325890541077
"104",583345,5426705,8.42321395874023,11.8845224380493,371.522491455078,1.68971657752991,11.9543514251709,0.271564096212387,0.367133915424347
"105",583355,5426705,8.7494068145752,12.1168937683105,371.199371337891,1.90941059589386,11.7510652542114,0.266086637973785,0.355772078037262
"106",583365,5426705,8.90843391418457,12.4654903411865,370.717987060547,1.821284532547,12.0880756378174,0.268426835536957,0.358612567186356
"107",583375,5426705,8.57194328308105,12.4447536468506,369.946533203125,1.53238773345947,12.1920003890991,0.282284647226334,0.374562412500381
"108",583385,5426705,7.40069198608398,11.946343421936,369.4638671875,1.62488734722137,12.1920003890991,0.253971755504608,0.34637376666069
"109",583395,5426705,7.36419439315796,11.528736114502,369.064910888672,2.11411380767822,12.1640462875366,0.246259346604347,0.342202961444855
"118",583325,5426695,8.80727100372314,11.7225475311279,372.317840576172,1.83232653141022,11.9890089035034,0.260136038064957,0.355891227722168
"119",583335,5426695,8.56524467468262,11.7391233444214,371.836303710938,1.68990194797516,12.039999961853,0.272581160068512,0.365459442138672
"120",583345,5426695,8.83457279205322,11.9222021102905,370.995269775391,1.52812433242798,11.8948097229004,0.27289080619812,0.367178291082382
"121",583355,5426695,9.03636646270752,12.1830158233643,370.697784423828,1.57777893543243,11.7963228225708,0.269541770219803,0.359246164560318
"122",583365,5426695,9.11510276794434,12.5061140060425,370.239990234375,1.54271745681763,12.1321907043457,0.269294708967209,0.359626054763794
"123",583375,5426695,9.06645107269287,12.4590473175049,369.431945800781,1.45529460906982,12.1920003890991,0.275263458490372,0.368451863527298
"124",583385,5426695,8.50620746612549,11.9144020080566,369.003326416016,1.5920684337616,12.1920003890991,0.268299221992493,0.36071965098381
"125",583395,5426695,8.2665958404541,11.4830837249756,368.628784179688,1.75158882141113,12.1499042510986,0.263593286275864,0.357597827911377
"134",583325,5426685,8.27014446258545,11.6334581375122,371.943878173828,1.95500457286835,12.039999961853,0.265229433774948,0.360486328601837
"135",583335,5426685,8.09937572479248,11.6585350036621,371.390045166016,2.04486584663391,12.039999961853,0.281797766685486,0.372770518064499
"136",583345,5426685,7.81638288497925,11.8231067657471,370.655364990234,1.84579288959503,11.9001245498657,0.28026407957077,0.372606784105301
"137",583355,5426685,7.98280715942383,12.0680561065674,370.330871582031,1.63108372688293,11.8312864303589,0.287620604038239,0.375736147165298
"138",583365,5426685,8.6598014831543,12.5213232040405,369.885101318359,1.56159806251526,12.1675691604614,0.265513509511948,0.358644872903824
"139",583375,5426685,8.88519287109375,12.4053926467896,369.089660644531,1.63371658325195,12.1920003890991,0.292714476585388,0.387658685445786
